name;short_name;streetAddress;department;province;district;area
ASOCIACION PATAZ;;JR. INDEPENDENCIA 263 - OFICINA 302;LA LIBERTAD;TRUJILLO;TRUJILLO;INCLUSIÓN SOCIAL
ASOCIACION PATRIMONIO FILMICO PERUANO;;Jr. Pumacahua 307, Urb. Tahuantinsuyo;CUSCO;CUSCO;CUSCO;CIENCIA Y TECNOLOGÍA / TRANSPORTES Y COMUNICACIONES
ASOCIACION PAZ - PERU - ORGANISMO NO GUBERNAMENTAL;ASOCIACION PAZ - PERU;AV. SALAVERRY S/N LARA;AREQUIPA;AREQUIPA;SOCABAYA;EDUCACIÓN
ASOCIACION PAZ HOLANDESA;;URBANIZACION VILLA CONTINENTAL CALLE 4 Nº 101;AREQUIPA;AREQUIPA;PAUCARPATA;GÉNERO / SALUD
ASOCIACION PERU COMUNICACION SEGURA - APECOMSE;APECOMSE;Av. del Ejercito 980 ;LIMA;LIMA;MIRAFLORES;CIENCIA Y TECNOLOGÍA / EDUCACIÓN / TRANSPORTES Y COMUNICACIONES
ASOCIACION PERU YANTALO FOUNDATION;;CALLE JOSE GONZALES 470, DPTO. 602;LIMA;LIMA;MIRAFLORES;GÉNERO / SALUD
ASOCIACION PERUANA A.T.D. CUARTO MUNDO;;URB. CRUZPATA , CALLE NARCIZO ARESTEGUI 425 ;CUSCO;CUSCO;CUSCO;EDUCACIÓN / GÉNERO
ASOCIACION PERUANA DE CONSUMIDORES Y USUARIOS;ASPEC;AV JOSE RAMIREZ GASTON 151 A;LIMA;LIMA;MIRAFLORES;EDUCACIÓN
ASOCIACION PERUANA DE COOPERACION PARA EL DESARROLLO INTEGRAL APCDI;;CALLE JUAN JULIO GANOZA 247 URB. FÁTIMA;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION PERUANA DE PREVENCION DE LA SORDERA Y AYUDA AL DISCAPACITADO AUDITIVO - UYARI;;CALLE SPION LLONA 180  DPTO. 501;LIMA;LIMA;MIRAFLORES;SALUD
ASOCIACION PERUANA DE PRODUCTORES DE CACAO;APP CACAO;JR SAENZ PEÑA 525 - DPTO 605 (ALT. CUADRA 38 AV. BRASIL);LIMA;LIMA;MAGDALENA DEL MAR;AGROPECUARIO / AMBIENTE / GÉNERO / GOBERNABILIDAD
ASOCIACION PERUANA DEL BAMBU;PERUBAMBU;AV. MELGAREJO 156 URB. CAMPO VERDE;LIMA;LIMA;LA MOLINA;AGROPECUARIO / AMBIENTE
ASOCIACION PERUANA ECOLOGISTA Y DE INTERES CONSERVACIONISTA EN AMERICA;APECOINCA;URB. SULLANA MZ. M - LT. 13;PIURA;SULLANA;SULLANA;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GOBERNABILIDAD / PRODUCCIÓN / TRABAJO
ASOCIACION PERUANA MUJER Y FAMILIA;MUJER Y FAMILIA;AV. ALMIRANTE GRAU 1022 (EX  AV. BUENOS AIRES)-  CALLAO;CALLAO;CALLAO;CALLAO;INCLUSIÓN SOCIAL / SALUD
ASOCIACION PERUANA PARA EL DESARROLLO INTEGRAL DE LA MINERIA ARTESANAL;APDIMA;AV. GUARDIA PERUANA MZ. D LOTE 10, INT. 24 - URB. LA CAMPIÑA;LIMA;LIMA;CHORRILLOS;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION PERUANA PARA LA CONSERVACION DE LA NATURALEZA;APECO;PARQUE JOSE DE ACOSTA 187;LIMA;LIMA;MAGDALENA DEL MAR;AMBIENTE / EDUCACIÓN
ASOCIACION PERUANA PARA LA PROMOCION DEL DESARROLLO SOSTENIBLE;APRODES;JR. ALDEBARÁN 420, RESIDENCIAL ROCÍO DEL GOLF W 102 SURCO;LIMA;LIMA;SANTIAGO DE SURCO;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / PRODUCCIÓN / TRABAJO
ASOCIACION PERUANA PARA LA SEGURIDAD ALIMENTARIA Y NUTRICIONAL;ASANUT;CALLE BURGOS S/N DPTO. 101 BLOCK I;LIMA;LIMA;SAN ISIDRO;SALUD
ASOCIACION PERUANA REFUGIO PARA MUJERES MALTRATADAS MARIA AUXILIADORA;;CALLE  ISLA DEL GALLO 169;LIMA;LIMA;SAN MIGUEL;EDUCACIÓN / GÉNERO
ASOCIACION PERUANO - JAPONESA CUSCO;;AV. INDUSTRIAL J-3, URB. HUANCARO;CUSCO;CUSCO;SANTIAGO;GÉNERO
ASOCIACION PERUANO JAPONESA;;AV. GREGORIO ESCOBEDO 803 - RESIDENCIAL SAN FELIPE - JESUS MARIA;LIMA;LIMA;JESUS MARIA;CULTURA / INCLUSIÓN SOCIAL / SALUD
ASOCIACION PERUANO JAPONESA DE LA PROVINCIA DE HUARAL;;CALLE JULIO C. TELLO  Nº 300;LIMA;HUARAL;HUARAL;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION PERU-AUSTRIA INTERNACIONAL;;CALLE TERUEL 163 B;LIMA;LIMA;MIRAFLORES;AMBIENTE / EDUCACIÓN / GÉNERO / PRODUCCIÓN / SALUD
ASOCIACION PICAFLOR HOUSE;;APV SANTA TERESA CHICO A-1;CUSCO;CUSCO;WANCHAQ;EDUCACIÓN / SALUD
ASOCIACION PLAN PROGRESA PERU;;Jr. Monte Ficus 206 Dpto. 101;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / PRODUCCIÓN / SALUD
ASOCIACION POR EL EQUILIBRIO ECOLOGICO FUENTE DE DESARROLLO;EFOD;Jiron Julio Burga 412, Tingo Maria. Leoncio Prado;HUANUCO;LEONCIO PRADO;RUPA-RUPA;AGROPECUARIO / AMBIENTE
ASOCIACION POR ESO PERU;;Calle Jacaranda n°290;CUSCO;CALCA;CALCA;EDUCACIÓN / GÉNERO
"ASOCIACION POR LA RECUPERACION Y CONSERVACION DE LA BIODIVERSIDAD ""WIÑAY CAUSAQ""";WIÑAY CAUSAQ;AV. TULLUMAYO 710, INTERIOR OFICINA 08;CUSCO;CUSCO;CUSCO;AGROPECUARIO / AMBIENTE / INCLUSIÓN SOCIAL
ASOCIACION POR LA VIDA;ASPOV;CALLE LANCONES 255 - SANTA ROSA;PIURA;PIURA;PIURA;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION POR LOS DERECHOS DEL NIÑO CON CANCER;;CALLE MARISCAL AGUSTIN GAMARRA 247 ;LIMA;LIMA;SAN MIGUEL;GÉNERO / SALUD
ASOCIACION POR LOS NEURO DISCAPACITADOS DEL PERU;ASNED DEL PERU;BALNEARIO TORTUGAS LOTE 24 MZ 8;ANCASH;CASMA;COMANDANTE NOEL;SALUD
ASOCIACION POSADA DE BELEN CHORRILLOS;;JR. SANTA TERESA 1018;LIMA;LIMA;CHORRILLOS;GÉNERO
ASOCIACION PRO ARTESANOS DISCAPACITADOS DEL PERU;;AV. LA ESPERANZA 441 URB. CAHUIDE;JUNIN;HUANCAYO;EL TAMBO;AGROPECUARIO / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRABAJO
ASOCIACION PRO BIENESTAR Y DESARROLLO PROBIDE;;CALLE TOULON 374;LIMA;LIMA;LA MOLINA;PRODUCCIÓN / TRABAJO
ASOCIACION PRO DERECHOS HUMANOS;APRODEH;JR. PACHACUTEC 980.;LIMA;LIMA;JESUS MARIA;CULTURA / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / JUSTICIA
ASOCIACIÓN PRO DESARROLLO INTEGRAL DEL ALTIPLANO;ASOCIACIÓN PRO-DIA;JIRON PUCARA NRO. 106;PUNO;LAMPA;PUCARA;GÉNERO / SALUD
ASOCIACION PROGRESO, CRECIMIENTO, EMPRENDIMIENTO Y DESARROLLO (PROCEDE);;CALLE BOCCIONI 133;LIMA;LIMA;SAN BORJA;AMBIENTE / EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
ASOCIACION PROMOCION DE LA GESTION RURAL ECONOMICA Y SOCIAL;PROGRESO;URB. EL BOSQUE MZ. A LOTE 20 ;PIURA;PIURA;CASTILLA;AGROPECUARIO / AMBIENTE / GOBERNABILIDAD
ASOCIACION PROMOTORA DE VIVIENDA, AGROINDUSTRIA, TURISMO, ECOLOGIA Y ENERGIA DE LA REGION NOR ORIENTAL DEL MARAÑON VIAGROTUR;;CALLE LOS ROBLES 540, URB. LOS SAUCES;CAJAMARCA;JAEN;JAEN;AMBIENTE / ENERGÍA/EXTRACTIVA / GÉNERO / PRODUCCIÓN
ASOCIACION PROMOTORA INTEGRAL DE DESARROLLO SOCIAL;;AV. LA MARINA 236  LAS DELICIAS;LA LIBERTAD;TRUJILLO;MOCHE;AMBIENTE / GÉNERO / INCLUSIÓN SOCIAL
ASOCIACION PROMOTORA PARA LA EDUCACION, MEDIO AMBIENTE Y AGRICULTURA;APEMA;CALLE SIETE DE ENERO 209;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;AMBIENTE / EDUCACIÓN
ASOCIACION PROMOVIENDO VALORES;APROVAL;JR. ANCASH Nº 543  OFICINA 310;JUNIN;HUANCAYO;HUANCAYO;JUSTICIA / PRODUCCIÓN
ASOCIACION PROPUESTA LATINA;APROLATINA;PASAJE ISLA MAZORCA  116 URB. LUIS GERMAN ASTETE;LIMA;LIMA;SAN MIGUEL;AMBIENTE / GÉNERO / SALUD / TRABAJO
ASOCIACION PROPURUS;;URBANIZACIÓN PEDRO PORTILLO MZ. U LT. 9 FONAVI;UCAYALI;CORONEL PORTILLO;YARINACOCHA;AMBIENTE
ASOCIACION PROTECCION AMBIENTAL Y DESARROLLO SOSTENIBLE;PADES;JR. LIMA 415, INTERIOR 4;JUNIN;HUANCAYO;HUANCAYO;AMBIENTE / EDUCACIÓN / SALUD
ASOCIACION PROTECCION POBLACION VULNERABLE - APPV;;Calle Las Gaviotas 122 – Oficina 303;LIMA;LIMA;SURQUILLO;EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION PROYECCION;;CALLE MALAGA GRENET  505 -  UMACOLLO;AREQUIPA;AREQUIPA;AREQUIPA;GÉNERO
ASOCIACION PROYECTO DE DESARROLLO VIDA BUENA;PRODEVIB;JR. UNION 740;CAJAMARCA;CAJAMARCA;CAJAMARCA;AGROPECUARIO / EDUCACIÓN / PRODUCCIÓN / SALUD
ASOCIACION PROYECTO GAMALIEL - LAS ASAMBLEAS DE DIOS DEL PERU;;MZ. A LOTE 4 AA.HH. TUPAC AMARU - PACHACUTEC;CALLAO;CALLAO;VENTANILLA;EDUCACIÓN
ASOCIACION PROYECTO INTEGRAL DE LAS COMUNIDADES;APRICO;ASOCIACION 16 DE ABRIL  MZA. A  LOTE 5;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE
ASOCIACION PROYECTO MONO TOCON;ASOCIACION PMT;JIRON 2 DE MAYO 1284;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;AMBIENTE
ASOCIACION PROYECTO PERUANOS;;AVENIDA MANUEL OLGUIN 335, OFICINA 801;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN
ASOCIACION PROYECTOS PERU;;CARRET. YARINACOCHA S/N SAN JOSE DE YARINA (BASE OFASA);UCAYALI;CORONEL PORTILLO;YARINACOCHA;GÉNERO
ASOCIACION PUEBLO INDIGENA EN ACCION;APU;URBANIZACION VILLA EL PERIODISTA C-3;CUSCO;CUSCO;WANCHAQ;GÉNERO
ASOCIACION PUKLLASUNCHIS;;CALLE SIETE DIABLITOS 222 - SAN BLAS;CUSCO;CUSCO;CUSCO;AMBIENTE / CIENCIA Y TECNOLOGÍA / CULTURA / EDUCACIÓN / GOBERNABILIDAD / JUSTICIA / TRABAJO
ASOCIACION QISPI;;Av. Aviación 497 Dpto. 202;LIMA;LIMA;SAN BORJA;EDUCACIÓN / PRODUCCIÓN
ASOCIACION QOLLA AYMARA;;JR. CARLOS DREYER 468, BARRIO ALTO SAN MARTIN;PUNO;PUNO;PUNO;CULTURA / GÉNERO
ASOCIACION QOSQO MAKI;;CALLE FIERRO 525;CUSCO;CUSCO;CUSCO;CULTURA / GÉNERO / INCLUSIÓN SOCIAL / SALUD
ASOCIACION QUINUA WASI;;URBANIZACION CHANU CHANU 2° ETAPA - B4 LOTE 13;PUNO;PUNO;PUNO;AGROPECUARIO
ASOCIACION RED DE APOYO SOLIDARIO DEL BUEN PASTOR EN EL PERU - RAS;RAS;JR. TACNA 340 URB. ORBEA;LIMA;LIMA;MAGDALENA DEL MAR;GÉNERO / PRODUCCIÓN
ASOCIACION RED INNOVA;;"AV. 06 DE AGOSTO 1135 ""D""";LIMA;LIMA;JESUS MARIA;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION RED PERUANA DE DIVULGADORES CIENTIFICOS;;CALLE MONTE SAUCE MZ. H LOTE 3;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN
ASOCIACION RED SUMA;;AV. 6 DE AGOSTO 1135 D;LIMA;LIMA;JESUS MARIA;GÉNERO
ASOCIACION REGALANDO OPORTUNIDADES PERU;;Calle Ricardo Ángulo 895;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN
ASOCIACION RELIGIOSA CARITAS DE LA PRELATURA DE SICUANI;CARITAS SICUANI;AV. CONFEDERACION 618;CUSCO;CANCHIS;SICUANI;GÉNERO
ASOCIACION RUNAYAY;;AV. EUTERPE 130 URB. EL OLIMPO, SALAMANCA;LIMA;LIMA;ATE;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION SABAVIDA MEJORANDO TU VIDA;SABAVIDA;AV. MANUEL GONZALES PRADA 767 – DPTO.501;LIMA;LIMA;MAGDALENA DEL MAR;AMBIENTE
ASOCIACION SABIDURIA INDIGENA Y BLANCA UNIDO POR UNA EXISTENCIA NATURAL Y OPORTUNA;;CALLE PEVAS 151;LORETO;MAYNAS;IQUITOS;AMBIENTE / PRODUCCIÓN / SALUD
ASOCIACION SABIDURIA PARA OBRAR;;AV. LOS PROCERES 7765;LIMA;LIMA;LOS OLIVOS;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION SACH'A  MUNAY;;LLAMACCAYA ROSACABALLEROC PARCELA N° 3;CUSCO;CALCA;CALCA;EDUCACIÓN
ASOCIACION SALUD EDUCACION SOBREVIVIR TAMBOGRANDE;SE SOBREVIVIR TAMBOGRANDE;JR. TUPAC AMARU 107- AA.HH. ANDRES RAZURI;PIURA;PIURA;TAMBO GRANDE;EDUCACIÓN / GOBERNABILIDAD / VIVIENDA Y SANEAMIENTO
ASOCIACION SALVANDO MI PLANETA;;CALLE LOS LAURELES D-38, 2 PISO, URB. SAN JOSE;ICA;ICA;ICA;AMBIENTE / EDUCACIÓN
ASOCIACION SAN LUCAS - SAN MARTIN;ASL-SM;JR. PEDRO TEJADA 211;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / GOBERNABILIDAD / SALUD / TRABAJO / VIVIENDA Y SANEAMIENTO
ASOCIACION SANTA RITA DEL CUSCO DE LOS PADRES AGUSTINOS;ASOCIACION SANTA RITA DEL CUSCO;Urb. Larapa Grande Av. San Agustín Lote G2;CUSCO;CUSCO;SAN JERONIMO;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION SAVIA ANDINA PUKARA;;JR. LEONCIO PRADO 330;PUNO;MELGAR;AYAVIRI;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / GÉNERO / GOBERNABILIDAD
ASOCIACION SAYARIY - RESURGIENDO;;CONDOMINIO TIERRA VERDE BLOQUE C DPTO 1102 URB NATASHA ALTA;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN
ASOCIACION SEMILLAS DE CAMBIO;;PARQUE SAN CARLOS 169 DPTO. 302 ;LIMA;LIMA;PUEBLO LIBRE;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION SEMILLAS PARA EL DESARROLLO SOSTENIBLE;;CALLE PERENÉ 236;JUNIN;SATIPO;PANGOA;EDUCACIÓN / GÉNERO
ASOCIACION SERVICIOS ECOSISTEMICOS PERU;SEPERU;AVENIDA FERNANDEZ CONCHA 675  URB. EL ROSEDAL;LIMA;LIMA;LIMA;AMBIENTE
ASOCIACION SERVICIOS EDUCATIVOS RURALES;SER;JR. DOMINGO PONTE 840 (ALTURA CDA. 7 JAVIER PRADO OESTE);LIMA;LIMA;MAGDALENA DEL MAR;GOBERNABILIDAD / VIVIENDA Y SANEAMIENTO
ASOCIACION SHURA;;JR. SAN MARTIN 338, URB. SATIPO;JUNIN;SATIPO;SATIPO;AMBIENTE / GÉNERO / GOBERNABILIDAD
ASOCIACIÓN SIN FINES DE LUCRO UNIQUE HAND FROM THE WORLD;U HAND FROM THE WORLD;CALLE DON BOSCO 111 OF. 22;AREQUIPA;AREQUIPA;AREQUIPA;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION SIN FINES DE LUCRO WAWASONQO;ASOCIACION WAWASONQO;CALLE SAN VICENTE 356;CUSCO;CUSCO;CUSCO;SALUD
ASOCIACION SIN FINES DE LUCRO: CARITAS SIN LAGRIMAS - PERU;;ASOCIACION GRAL. JOSE DE SAN MARTIN MZ. B LTE. 25;LIMA;LIMA;SAN MARTIN DE PORRES;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION SIN FRONTERAS PARA EL APOYO Y EL DESARROLLO DE LA EDUCACION, SALUD Y AMBIENTE;ASFADESA;MANZANA D1 - LOTE 21, PISO 2, COVICORTI - NATASHA;LA LIBERTAD;TRUJILLO;TRUJILLO;GÉNERO
ASOCIACION SIN FRONTERAS PARA EL DESARROLLO NACIONAL;ASDEN;Jr. Daniel Alcides Carrión N°255;JUNIN;HUANCAYO;HUANCAYO;AGROPECUARIO / AMBIENTE / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ASOCIACION SINKUMUNCHIS;;CALLE FEDERICO GERDES 174 URB LAS LILAS;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION SISTEMAS B PERU;;AV.MARISCAL JOSE DE LA MAR 1120 INTERIOR 4;LIMA;LIMA;MIRAFLORES;EDUCACIÓN
ASOCIACION SOCIAL INNOVATION CLUSTER PERU;;Urb. El Trébol Mz. F Lote 2./ Distrito: Santa Anita;LIMA;LIMA;SANTA ANITA;AGROPECUARIO / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
"ASOCIACION SOLIDARIA ""MANOS UNIDAS""";;Av. Las Mercedes N°256 – Urb. Jardín ;AYACUCHO;HUAMANGA;ANDRÉS AVELINO CÁCERES DORREGARAY;AMBIENTE / GÉNERO / INCLUSIÓN SOCIAL / SALUD / TRABAJO
ASOCIACION SOLIDARIA Y ASISTENCIAL CAMBIANDO VIDAS;;JR. GUZMAN BARRON 574, URB. SANTO DOMINGUITO;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / EDUCACIÓN
ASOCIACION SOLIDARIDAD CRISTIANA AYUDANOS A AYUDAR;ASOCRISAA;CALLE MARISCAL CASTILLA 211;LORETO;ALTO AMAZONAS;YURIMAGUAS;SALUD
ASOCIACION SOLIDARIDAD INTEGRANDO YACUS AL PERU;ASIYAP;JR. YAPURA 143;LIMA;LIMA;BREÑA;AMBIENTE / GÉNERO
ASOCIACION SOLIDARIDAD PERU ALEMANIA;;MZ. I-1 LOTE 7 Asoc. Pro Viv. Compradores de Terrenos de Campoy;LIMA;LIMA;SAN JUAN DE LURIGANCHO;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION SOLIDARIDAD WANKA;SOLWANKA;AV. MARISCAL CASTILLA 4529;JUNIN;HUANCAYO;EL TAMBO;GÉNERO
ASOCIACION SOLIDARIDAD, VERDAD Y TECNOLOGIA;SOLVERT;URB. EL TRAPECIO R 14 - 2° ETAPA;ANCASH;SANTA;CHIMBOTE;GÉNERO
ASOCIACION SOLUCION VERDE;ASSOVE;JR. COMANDANTE SUAREZ Nº 798 SECTOR EL ARENAL - CALLERIA;UCAYALI;CORONEL PORTILLO;CALLERIA;AMBIENTE / EDUCACIÓN
ASOCIACION SUMA QAMAÑA PARA LA EDUCACION Y DESARROLLO SOSTENIBLE;;URB. AZIRUNI - I ETAPA - MZA. 8 LOTE 22  C.P. SALCEDO;PUNO;PUNO;PUNO;AMBIENTE / EDUCACIÓN
ASOCIACION SUMAQ ILLARI;;MZ. L LOTE 21, ASOCIACION DE VIVIENDA VALLE CHILLON;LIMA;LIMA;PUENTE PIEDRA;CULTURA / EDUCACIÓN / SALUD
ASOCIACION SUT´  IYAY;SI;JR. TUPAC YUPANQUI 385;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;AMBIENTE / COMERCIO Y TURISMO
ASOCIACION SUYAY PERU;;CALLE GRIMALDO DEL SOLAR 162, OFICINA 907;LIMA;LIMA;MIRAFLORES;AMBIENTE / EDUCACIÓN
ASOCIACION T´IKANI;;JR. LOS ARRAYANES 225;JUNIN;HUANCAYO;HUANCAYO;EDUCACIÓN
ASOCIACION TAE;;Carretera Industrial Laredo km. 1.5 Sec. Cerca Carretera Industria (El Palmo) ;LA LIBERTAD;TRUJILLO;TRUJILLO;AGROPECUARIO / AMBIENTE
ASOCIACION TALLER DE LOS NIÑOS;;JR. MARIA PARADO DE BELLIDO 179;LIMA;LIMA;MAGDALENA DEL MAR;CULTURA / SALUD / TRABAJO
ASOCIACION TARPUSUNCHIS;;ALMITANTE GUISSE 1070;LIMA;LIMA;JESUS MARIA;AGROPECUARIO / EDUCACIÓN / SALUD
ASOCIACION TARPUY FORMANDO LA NUEVA GENERACION;ASOCIACION TARPUY-FLNG;CAR. PANAMERICANA NORTE FND. SANTA BARBARA  VEGUETA-HUAURA-LIMA;LIMA;HUAURA;VEGUETA;SALUD
ASOCIACION TAWANTINSUYUMAN EVANGELIOQ K´ANCHARINANPAQ;ATEK;APV. VILLA RINCONADA LOTE C-11;CUSCO;CUSCO;SAN JERONIMO;GÉNERO
ASOCIACIÓN TECKY BRAINS LATAM;;Calle doña Victoria Mz. G Lote 23 /Distrito: Santiago de Surco;LIMA;LIMA;SANTIAGO DE SURCO;EDUCACIÓN
ASOCIACION TECNICA DESARROLLO ECONOMICO SOCIAL AMBIENTAL;ATDESA;CALLE ANDRES RAZURI  335  PP.JJ SANTOS CHOCANO;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;AGROPECUARIO / AMBIENTE / ENERGÍA/EXTRACTIVA / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION TECNOLOGIA ECOLOGIA Y DESARROLLO;DETEC;LEONCIO PRADO 475 OFIC.103-SURQUILLO-LIMA;LIMA;LIMA;SURQUILLO;GÉNERO / PRODUCCIÓN
ASOCIACION TECNOLOGIA Y DESARROLLO;TECNIDES;CALLE UNO 735 URBANIZACION CORPAC;LIMA;LIMA;SAN ISIDRO;AGROPECUARIO / EDUCACIÓN / PRODUCCIÓN
ASOCIACION TRABAJO, PAZ Y SOCIEDAD;;CALLE ANDROMEDA 666 URB. MATELLINI;LIMA;LIMA;CHORRILLOS;PRODUCCIÓN
ASOCIACION TRES FRONTERAS;;CARRETERA PUERTO MALDONADO IBERIA KM. 60.5 CC. LA ALEGRIA;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;AGROPECUARIO
ASOCIACION UNION PARA LA COOPERACION Y EL DESARROLLO;UCYDES;CALLE ARICA 262;LIMA;LIMA;MIRAFLORES;PRODUCCIÓN
ASOCIACION URPICHALLAY;URPICHALLAY ;AV. AUGUSTO B. LEGUIA S/N - URB. LA FLORIDA;ANCASH;CARHUAZ;MARCARA;AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION VAMOS PEERLESS;;CALLE SALAMANCA 140;LIMA;LIMA;PUEBLO LIBRE;GÉNERO
ASOCIACION VEGA;;Av. GUARDIA CIVIL MZ. Q LOTE 21 - URB. MIRAFLORES;PIURA;PIURA;CASTILLA;AGROPECUARIO / AMBIENTE / COMERCIO Y TURISMO / EDUCACIÓN / GOBERNABILIDAD / SALUD
ASOCIACION VIA LIBRE;;JR. PARAGUAY 478,  486 URB. CERCADO;LIMA;LIMA;LIMA;EDUCACIÓN / SALUD
ASOCIACION VIDA Y VOLUNTARIADO;VIVIOL;MALECON BERNALES 171;LIMA;LIMA;SAN ISIDRO;GÉNERO
ASOCIACION VIDA, INCLUSION Y DESARROLLO;AVINDES;JR. MARIANO ARREDONDO 2603 , URB. LOS CIPRECES;LIMA;LIMA;LIMA;AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
ASOCIACION VIDAWASI PERU;;CALLE MICAELA BASTIDAS 155;LIMA;LIMA;SAN ISIDRO;GÉNERO
ASOCIACIÓN VISIÓN COMUNITARIA DE AMAZONAS;;Anexo Cashac s/n;AMAZONAS;CHACHAPOYAS;QUINJALCA;AGROPECUARIO / AMBIENTE / PRODUCCIÓN
ASOCIACION VISION PARA EL DESARROLLO DE LOS  PUEBLOS ANDINOS Y AMAZONICOS;;Asentamiento Humano 11 de Junio Mz. L Lote 05;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / JUSTICIA / SALUD / TRABAJO
ASOCIACION WAYRURU PERU, EDUCACION, OPORTUNIDADES Y CALIDAD DE VIDA - ONGD;;JR. SINCHI ROCA 2287, DEPARTAMENTO 702;LIMA;LIMA;LINCE;AMBIENTE / EDUCACIÓN
ASOCIACION WILLKASIWAR;;Av. Qatun Ayllu s/n – Barrio Huancapuquio;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;AMBIENTE / INCLUSIÓN SOCIAL
ASOCIACION YACHAY KALLPA;YACHAY KALLPA;CALLE 8 N° 114 INT. 102 URB. MONTERRICO NORTE;LIMA;LIMA;SAN BORJA;AMBIENTE / EDUCACIÓN / GÉNERO
ASTALENTUM;;CALLE LAS LILAS 148 - COOP. VALLE SARON;LIMA;LIMA;SAN JUAN DE MIRAFLORES;EDUCACIÓN / GOBERNABILIDAD
ATIYCUY PERU;;CALLE LOMA DE LAS MAGNOLIAS 296, INT 401 Urb. Prolg. Benavides;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / GÉNERO
ATRAVEZANDO MAS;;Pasaje Zodiaco 770;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL
AUDITORIA LEGAL & SOCIAL;;JIRON WASHINGTON 1361- H;LIMA;LIMA;LIMA;EDUCACIÓN / GÉNERO / GOBERNABILIDAD
AVINA;;AV. ARMENDARIZ 424 - URB. ARMENDARIZ;LIMA;LIMA;MIRAFLORES;GOBERNABILIDAD
AYLLU AILLIN PERU;;MZ B LOTE 18 LOS CIPRESES DE SAN LORENZO ;LIMA;LIMA;CARABAYLLO;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD / VIVIENDA Y SANEAMIENTO
AYNE PERU TRINITARIAS, SOLIDARIDAD Y DESARROLLO;AYNE PERU;AV. BUENOS AIRES 500-A;LIMA;LIMA;PUENTE PIEDRA;EDUCACIÓN / GÉNERO / SALUD / TRABAJO
