name;short_name;streetAddress;department;province;district;area
ASOCIACION LATINOAMERICANA DE BIOTECNOLOGIA;ALBIOTEC;JR. JOSE DE LA TORRE UGARTE 166, INTERIOR 202;LIMA;LIMA;LINCE;SALUD / VIVIENDA Y SANEAMIENTO
ASOCIACION MEDICA INTEGRAL DE SALUD PERUANA;AMI SALUD PERU;Av. Andrómeda N°480 Urb. Matellini ;LIMA;LIMA;CHORRILLOS;SALUD
ASOCIACION MEDIO AMBIENTAL Q´UMIR ALLPA;;JR. LAS DALIAS N° 111 - HUANCAYO;JUNIN;HUANCAYO;HUANCAYO;AMBIENTE / EDUCACIÓN
ASOCIACION MEJORANDO VIDAS HEMODIALISIS PERU;AMEVH;AV. TOMAS MARSANO 1553 BLOCK E - 403;LIMA;LIMA;SURQUILLO;GÉNERO / SALUD
ASOCIACION MINGA PERU;;JOSE MARIA DE LA JARA Y URETA 264, EL ROSAL;LIMA;LIMA;MIRAFLORES;AGROPECUARIO
ASOCIACION MINISTERIO DIACONAL PAZ Y ESPERANZA;;JR. PACHACUTEC 980;LIMA;LIMA;JESUS MARIA;ECONOMÍA / EDUCACIÓN / GÉNERO / JUSTICIA
ASOCIACION MISIONERA DE OBRA SOCIAL;;URB. CENTRO POB. SECTOR 20 VITARTE, AV. CARRT. CENTRAL 8100;LIMA;LIMA;ATE;EDUCACIÓN / GÉNERO
ASOCIACION MISIONERA PARA LA ORIENTACION EN LA REALIDAD;AMOR;JR. JUAN VELASCO Nº 579;UCAYALI;CORONEL PORTILLO;CALLERIA;GOBERNABILIDAD / INCLUSIÓN SOCIAL / TRABAJO
ASOCIACION MISIONEROS DE SAN CARLOS SCALABRINIANOS;;Av. Venezuela N°2850, CH Palomino ;LIMA;LIMA;LIMA;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION MONICA LIYAU;;Av. Las Maquinarias 1876 Int. 2P Urb. San Remo;LIMA;LIMA;LIMA;EDUCACIÓN / INCLUSIÓN SOCIAL
ASOCIACION MUJER FAMILIA;;JR. JORGE ISAAC 299 URB. EL BOSQUE;CAJAMARCA;CAJAMARCA;CAJAMARCA;CIENCIA Y TECNOLOGÍA / CULTURA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION MUJER SANA;;CALLE LIMA 1133 ;CUSCO;CUSCO;SANTIAGO;SALUD
ASOCIACION MUJERES DE ACCION - ORGANISMO NO GUBERNAMENTAL;;AV. PERU URB. SEMI RURAL PACHACUTEC S/N LOTE 3;AREQUIPA;AREQUIPA;AREQUIPA;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION MUJERES EN ACCION (AMA);AMA;CALLE CAVERO Y MUÑOZ 126-150  URBANIZACION LAS QUINTANAS;LA LIBERTAD;TRUJILLO;TRUJILLO;EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN
ASOCIACION MULTIDISCIPLINARIA UJ MAYA;UJ MAYA;URB. LA VIRREYNA MZ. A LOTE 6 (AV. CUSCO);TACNA;TACNA;TACNA;EDUCACIÓN / GÉNERO / GOBERNABILIDAD
ASOCIACION MUNDO SALUD;;CALLE JULIO CHIRIBOGA 1207, 1° PISO URB. LAS QUINTANAS;LA LIBERTAD;TRUJILLO;TRUJILLO;SALUD
ASOCIACION NACIONAL DE DESARROLLO EDUCATIVO ECOLOGICO Y SOCIAL ANDEES PACHATUSAN;;KARY GRANDE N° E - 1;CUSCO;CUSCO;SAN SEBASTIAN;AMBIENTE / SALUD
ASOCIACION NACIONAL DE EJECUTORES DE CONTRATOS DE ADMINISTRACION DE LAS RESERVAS COMUNALES DEL PERU;ANECAP;Av. Abel B. Du Petit Thouars N° 1771 Oficina 704 ;LIMA;LIMA;LINCE;AMBIENTE / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION NACIONAL DE INSTITUTOS DE DESARROLLO DEL SECTOR INFORMAL;IDESI NACIONAL;AV. DEL PARQUE NORTE 1160 OFICINA 402;LIMA;LIMA;SAN BORJA;CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / PRODUCCIÓN / TRABAJO
ASOCIACION NACIONAL DE INVESTIGACION PROYECTOS APOYO AL DESARROLLO - ANIPAD;ANIPAD;Av. Los Chancas de Andahuaylas N.º 611. Cooperativa de Andahuaylas;LIMA;LIMA;SANTA ANITA;AGROPECUARIO / EDUCACIÓN
ASOCIACIÓN NACIONAL DE MEDICINA TRADICIONAL PERUANA (ANMETRA-PERU);;JR. ESPERANZA 152;CAJAMARCA;CUTERVO;CUTERVO;AGROPECUARIO / JUSTICIA / PRODUCCIÓN
ASOCIACION NACIONAL DE PRODUCTORES ECOLOGICOS DEL PERU;ANPE-PERU;JR. LLOQUE YUPANQUI 1392;LIMA;LIMA;JESUS MARIA;AMBIENTE
ASOCIACION NEGRA DE DEFENSA Y PROMOCION DE LOS DERECHOS HUMANOS;ASONEDH;JR. SANTA ROSA 327, OFICINA 305;LIMA;LIMA;LIMA;EDUCACIÓN / JUSTICIA
ASOCIACION NEW HOPE PERU;;AV. RESTAURACION 29 A.H. SEMI R. CERRO COLORADO - AREQUIPA;AREQUIPA;AREQUIPA;CERRO COLORADO;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION NIÑOS ALTO ANDINOS;;LOCALIDAD DE SILLACANCHA;CUSCO;CALCA;CALCA;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD / VIVIENDA Y SANEAMIENTO
ASOCIACION NIÑOS DEL ARCO IRIS;NIÑOS DEL ARCO IRIS;QUEROCANCHA S/N;CUSCO;URUBAMBA;URUBAMBA;EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION NO GUBERNAMENTAL DE TECNOLOGIA DE LA INFORMACION Y DE COMUNICACIONES DE LOS PUEBLOS DEL PERU – HERMANOS GORRION;TIC PERU - HERMANOS GORRION;MZ. B DPTO. 2D, CALLE 6 URB. PEDRO CUEVA;CALLAO;CALLAO;VENTANILLA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / PRODUCCIÓN / TRANSPORTES Y COMUNICACIONES / VIVIENDA Y SANEAMIENTO
ASOCIACION NO GUBERNAMENTAL RURAL AMAZONICA ANDINA CHOBA CHOBA;;JR. LEONCIO PRADO  750;SAN MARTIN;SAN MARTIN;TARAPOTO;AGROPECUARIO / EDUCACIÓN
ASOCIACION NUEVOS PASOS;;CALLE MANCO INCA 612;LA LIBERTAD;TRUJILLO;EL PORVENIR;CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / SALUD
ASOCIACION NUTRICION Y SALUD;;CALLE PORTA 170, OFICINA 103;LIMA;LIMA;MIRAFLORES;SALUD
ASOCIACION ÑAN;;CALLE PASCUAL SACO 319;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;EDUCACIÓN / GÉNERO
ASOCIACION OKINAWENSE DEL PERU;;AV. ASTURIAS MZ. 6 LOTE 1, URB. MAYORAZGO;LIMA;LIMA;ATE;EDUCACIÓN / GÉNERO
ASOCIACION ONG BIODIVERSIDAD INDIGENA;OBI;AA.HH ROBERTO RUIZ VARGAS MZ. W LOTE 07 JR. APUCUSHI YARI;UCAYALI;CORONEL PORTILLO;YARINACOCHA;PRODUCCIÓN / SALUD
ASOCIACION ONG CECILIA MARGARITA;;Calle Boulevard N°182 Oficina 1201, Urb. Hogares Monterrico Chico;LIMA;LIMA;SANTIAGO DE SURCO;AMBIENTE
ASOCIACION ONG LAMBAYECANOS INTEGRADOS POR EL DESARROLLO REGIONAL CON SOLUCIONES;ASOCIACION ONG LIDERES;CALLE LUIS HEYSEN 171 -;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / SALUD
ASOCIACION ONG LINAJE REAL;;URBANIZACION PANORAMA A-12 CERCADO DE AREQUIPA;AREQUIPA;AREQUIPA;AREQUIPA;EDUCACIÓN / GÉNERO
ASOCIACION ONG. EDUCACION SUPERIOR;ONG ES;CALLE JOSE OLAYA 110, CASERIO MALLARES;PIURA;SULLANA;MARCAVELICA;EDUCACIÓN / SALUD
ASOCIACION ONG'D ALLIANCE KOREA - PERÚ ANDINO;;Centro Poblado Los Ángeles Asociación 22 de marzo Lote 01;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION ONGD PARA EL DESARROLLO HUMANO SOSTENIBLE EN EL PERU;APEDH;AV. CIRCUNVALACION 719;JUNIN;HUANCAYO;PILCOMAYO;GÉNERO / GOBERNABILIDAD
ASOCIACIÓN ONGD PROYECTOS DE DESARROLLO URBANO RURAL Y NATIVO - PRODESURN;;Av. Venezuela N°625 Ofic. 816;LIMA;LIMA;BREÑA;AMBIENTE / PRODUCCIÓN / SALUD / TRANSPORTES Y COMUNICACIONES
ASOCIACION OPERACION SONRISA-PERU;;Av. Angamos Oeste N°534;LIMA;LIMA;MIRAFLORES;SALUD
ASOCIACION OPORTUNIDAD DE PROGRESO (OPRO);;PASAJE N° 5 MZ. N LOTE 4, URB. LOS GIRASOLES DE LA CAPILLA;LIMA;LIMA;LA MOLINA;EDUCACIÓN / SALUD
ASOCIACION OPORTUNIDADES PARA LA VIDA;AOPLV;AV. RENAN ELIAS OLIVERA 385, URB. LA CORPORACION;LIMA;LIMA;EL AGUSTINO;AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
ASOCIACION ORGANISMO NO GUBERNAMENTAL - ASOCIACION EDUCATIVA PARA EL DESARROLLO HATARISUN;ONGAEPEDH;AV. JOSE MARIA ARGUEDAS 408;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;GOBERNABILIDAD
ASOCIACION ORGANISMO NO GUBERNAMENTAL DE DESARROLLO CENTRO DE INVESTIGACION PARA EL DESARROLLO SOSTENIBLE DE LA REGION MOQUEGUA;ONGD CEPADER;CALLE ATAHUALPA D-4;MOQUEGUA;MARISCAL NIETO;SAMEGUA;EDUCACIÓN / GÉNERO
ASOCIACION ORGANIZACION NO GUBERNAMENTAL DE DESARROLLO AMAZONICO SOSTENIBLE MADRE DE DIOS;ONGD DAS-MDD;PASAJE TERESA GONZALES MZ. 10 LL LOTE 27 URB. MONTERRICO;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;GÉNERO / GOBERNABILIDAD
ASOCIACION ORQUESTAS INFANTILES Y JUVENILES DEL PERU;;JR. AMAZONAS N° 185;LIMA;LIMA;MAGDALENA DEL MAR;EDUCACIÓN
ASOCIACION PACHA UYWAY;APU;COOPERATIVA DE VIVIENDA QUIJANO MENDIVIL MANZANA D, LOTE 10;AYACUCHO;HUAMANGA;AYACUCHO;AGROPECUARIO / AMBIENTE / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / TRABAJO
ASOCIACION PADRE ALBERTO HURTADO;;CALLE LOS LAURELES ASENTAMIENTO HUMANO LAS LOMAS DE WICHANZAO II MZAG LOTE 2 - L;LA LIBERTAD;TRUJILLO;LA ESPERANZA;INCLUSIÓN SOCIAL
ASOCIACION PARA APOYO SOCIAL Y EMPODERAMIENTO DEL CIUDADANO - COLLIK RENACE;;JR. LA UNION 487 INT. PISO 1, URB. LOS GERANIOS ;LIMA;LIMA;COMAS;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / JUSTICIA / PRODUCCIÓN / TRABAJO / VIVIENDA Y SANEAMIENTO
ASOCIACION PARA EL DESARROLLO AGRARIO Y AMBIENTAL KOTOSH PERU - ONGD;;JR. SINCHI ROCA 449 PAUCARBAMBA;HUANUCO;HUANUCO;AMARILIS;AMBIENTE / EDUCACIÓN
ASOCIACION PARA EL DESARROLLO AGROECOLOGICO Y REGIONAL;ADAER;AV. LIMA SUR 1836_CHOSICA;LIMA;LIMA;LURIGANCHO;AGROPECUARIO / CIENCIA Y TECNOLOGÍA
ASOCIACION PARA EL DESARROLLO AMBIENTAL DE MOQUEGUA;ADAM;URB. LOS OLIVOS II ETAPA, CALLE LOS DAMASCOS 160, 2° PISO;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;AMBIENTE
ASOCIACION PARA EL DESARROLLO ANDINO AMAZONICO HUÑUQ MAYU;;Av. Martinelly 508;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;EDUCACIÓN / SALUD
ASOCIACION PARA EL DESARROLLO COMUNAL SUNCHUBAMBA;;JR. NICOLAS DE PIEROLA Nº 100 - SECTOR JERUSALEN PARTE BAJA;LA LIBERTAD;TRUJILLO;LA ESPERANZA;AMBIENTE / GOBERNABILIDAD
ASOCIACION PARA EL DESARROLLO DE ANCASH Y ZONAS ALEDAÑAS;APDAYZA;BARRIO VISTA ALEGRE  PASAJE LA UNION S/N;ANCASH;CARHUAZ;CARHUAZ;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION PARA EL DESARROLLO DE LA ENSEÑANZA UNIVERSITARIA;ADEU;AV. JOSE PARDO 231 OF. 801;LIMA;LIMA;MIRAFLORES;EDUCACIÓN / SALUD
ASOCIACION PARA EL DESARROLLO DE LA NIÑEZ EN EL PERU;;CALLE SOUSA S/N - REF. ESPALDA DEL HOTEL DE TURISTAS;APURIMAC;ABANCAY;ABANCAY;GÉNERO / SALUD
ASOCIACION PARA EL DESARROLLO DE LA SANIDAD Y LA MEDICINA;;PASAJE MARTIR OLAYA 129, OFICINA 1905;LIMA;LIMA;MIRAFLORES;AMBIENTE / EDUCACIÓN / SALUD
"ASOCIACION PARA EL DESARROLLO DEL PROGRAMA BIOCACAO AROMATICO ""PROGRAMA BIOCACAO""";PROGRAMA BIOCACAO;CARRETERA FEDERICO BASADRE K.M. 66 (MARGEN DERECHA);UCAYALI;PADRE ABAD;NESHUYA;AMBIENTE
ASOCIACION PARA EL DESARROLLO E INTEGRACION SOCIAL - ADEINSO;;CALLE 9 MZ. D-6 LTE. 10, URB. CULTURA PERUANA MODERNA;LIMA;LIMA;SANTA ANITA;EDUCACIÓN / GÉNERO / GOBERNABILIDAD / PRODUCCIÓN
ASOCIACION PARA EL DESARROLLO ECONOMICO DEL PERU;ASODECO-PERU;AV LUIS VALLEJO SANTONI S/N - TIOBAMBA;CUSCO;CUSCO;SANTIAGO;AGROPECUARIO / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GOBERNABILIDAD / PRODUCCIÓN / TRABAJO
ASOCIACION PARA EL DESARROLLO ECONOMICO SOCIAL;ADES;MZA. M2 LOTE 14 COOP. DE VIVIENDA Trabajadores del Sector Public;AYACUCHO;HUAMANGA;AYACUCHO;INCLUSIÓN SOCIAL
ASOCIACION PARA EL DESARROLLO ECONOMICO SOCIAL FINANDES;ADES-FINANDES;CALLE CARLOS ARENAS LOAYZA 141 URB. PANDO I;LIMA;LIMA;SAN MIGUEL;EDUCACIÓN
ASOCIACION PARA EL DESARROLLO EQUITATIVO SUSTENTABLE;;JR. ALBERTO URETA 225;LIMA;LIMA;LA MOLINA;AGROPECUARIO / AMBIENTE / CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD / TRABAJO / VIVIENDA Y SANEAMIENTO
ASOCIACIÓN PARA EL DESARROLLO HUMANO EN ÉPOCA Y DESPUÉS DE LA PANDEMIA;;Jr. Pezet y Monet (Antes Túpac Amaru) N°1809;LIMA;LIMA;LINCE;AGROPECUARIO / AMBIENTE / GOBERNABILIDAD / PRODUCCIÓN / SALUD
ASOCIACION PARA EL DESARROLLO HUMANO INTEGRAL SOSTENIBLE AYLLU PERU;ADHISA;AV. MARISCAL CASTILLA 585;AYACUCHO;HUANTA;HUANTA;AMBIENTE / EDUCACIÓN
ASOCIACION PARA EL DESARROLLO INCLUSIVO INTEGRAL Y SOSTENIBLE DE LA POBLACION PERUANA;ADIISP-PERU;JR. LAS GARDENIAS MZ. G LOTE 16 (URB. MCAL CACERES);AYACUCHO;HUAMANGA;AYACUCHO;GÉNERO
ASOCIACION PARA EL DESARROLLO INTEGRAL ALTERNATIVO REGIONAL;ADIAR;JR. DIEGO FERRE 315 BARRIO SANTA ELENA BAJA;CAJAMARCA;CAJAMARCA;CAJAMARCA;EDUCACIÓN / GÉNERO
ASOCIACION PARA EL DESARROLLO INTEGRAL DE LA PERSONA CUSCA RISUN PERU;;Av. Arquitecto Paul Linder 337 – Dpto. 337 – Dpto. 501 ;LIMA;LIMA;SAN BORJA;AGROPECUARIO / ECONOMÍA / EDUCACIÓN / ENERGÍA/EXTRACTIVA
ASOCIACION PARA EL DESARROLLO INTEGRAL DE LA SELVA PERUANA (ADISEL PERU);;CALLE FE Y ALEGRIA 304 - URB. CONDE VILLA;LIMA;LIMA;SAN MARTIN DE PORRES;AGROPECUARIO / INCLUSIÓN SOCIAL / SALUD
ASOCIACION PARA EL DESARROLLO INTEGRAL KALLARISUNCHIS;APEDIK;Plaza de Armas de San Jerónimo ;CUSCO;CUSCO;SAN JERONIMO;AMBIENTE / GÉNERO / INCLUSIÓN SOCIAL / PRODUCCIÓN
ASOCIACION PARA EL DESARROLLO INTEGRAL SHALOM;SHALOM;PSJE CESAR VALLEJO MZ.C3 LT.9 - URB. 1º DE OCTUBRE;LIMA;LIMA;LIMA;GÉNERO / TRABAJO
ASOCIACION PARA EL DESARROLLO INTEGRAL Y CONSERVACION DEL MEDIO AMBIENTE;ADICMA;Jr. Apurímac 557 ;CAJAMARCA;CAJAMARCA;CAJAMARCA;AMBIENTE / EDUCACIÓN / SALUD
ASOCIACION PARA EL DESARROLLO INTEGRAL Y SOSTENIBLE DE LOS PUEBLOS ANDINO AMAZONICOS;;JR. DOS DE MAYO 1285 OFIC. 05  2DO. PISO;HUANUCO;HUANUCO;HUANUCO;AMBIENTE / EDUCACIÓN / INCLUSIÓN SOCIAL / SALUD
ASOCIACION PARA EL DESARROLLO INTER REGIONAL;APDEIR;Jr. Coronel Cabrera N°122 ;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;AGROPECUARIO / EDUCACIÓN / GÉNERO / PRODUCCIÓN / SALUD / VIVIENDA Y SANEAMIENTO
ASOCIACION PARA EL DESARROLLO RIKCHARI;;PROLONGACION LOS CHANKAS 237;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;EDUCACIÓN
ASOCIACION PARA EL DESARROLLO RURAL - URBANO;ASPADRU;JR. DUILIO POGGI 868, 2° PISO URB. LEONCIO PRADO;CALLAO;CALLAO;LA PERLA;EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL
ASOCIACION PARA EL DESARROLLO SOCIAL AMBIENTAL Y TECNOLOGICO LLAPA TUKUY;;URB. FONAVI, I-817 - 202;HUANUCO;HUANUCO;AMARILIS;AMBIENTE / EDUCACIÓN / SALUD
ASOCIACION PARA EL DESARROLLO SOCIAL SOSTENIBLE;ADESS;URB. JOSE GABRIEL AGUILAR Y NALVARTE MZ. C LOTE 2 - FONAVI II;HUANUCO;HUANUCO;AMARILIS;AGROPECUARIO / AMBIENTE / EDUCACIÓN / GÉNERO / SALUD
ASOCIACION PARA EL DESARROLLO SOSTENIBLE ATIKUNMI - ADESA ATIKUNMI;;Urbanización San Francisco Jirón libertad G-2-B / Wanchaq ;CUSCO;CUSCO;WANCHAQ;AMBIENTE / EDUCACIÓN / ENERGÍA/EXTRACTIVA / SALUD
ASOCIACION PARA EL DESARROLLO SOSTENIBLE CAJAMARCA;;AV. AVIACION 217, SECTOR COLUMBO;CAJAMARCA;CAJAMARCA;CAJAMARCA;AGROPECUARIO / AMBIENTE / GOBERNABILIDAD
ASOCIACION PARA EL DESARROLLO SOSTENIBLE DEL PERU;;PROLONGACION ARENALES 343;LIMA;LIMA;SAN ISIDRO;EDUCACIÓN / GÉNERO / SALUD
ASOCIACION PARA EL DESARROLLO SOSTENIBLE EDMUNDO RICE;;Av. Enrique Meiggs 2223;ANCASH;SANTA;CHIMBOTE;AMBIENTE / EDUCACIÓN / JUSTICIA / SALUD
ASOCIACION PARA EL DESARROLLO SOSTENIBLE MUNDIAL;;CALLE AGUSTIN GAMARRA SECTOR INDOAMERICA MZ. 3D LOTE 3;LAMBAYEQUE;CHICLAYO;CAYALTI;EDUCACIÓN / SALUD
ASOCIACION PARA EL DESARROLLO Y CONSERVACION DE LOS RECURSOS NATURALES;RENACE;Av. San Luís 2924 Dep. 302;LIMA;LIMA;SAN BORJA;AMBIENTE / GOBERNABILIDAD / INCLUSIÓN SOCIAL / TRABAJO
ASOCIACION PARA EL DESARROLLO Y CONSERVACION DE LOS RECURSOS NATURALES PERU - ACRENAP;;ANEXO RICARDO PALMA 1ERA. ETAPA S/N;JUNIN;SATIPO;COVIRIALI;AGROPECUARIO / AMBIENTE
ASOCIACION PARA EL DESARROLLO, EDUCACION Y ECOLOGIA;ASDECO;ENRIQUE ROSADO 212 - 2DA. ETAPA;JUNIN;HUANCAYO;EL TAMBO;AGROPECUARIO / SALUD
ASOCIACION PARA EL DESARROLLO, INVESTIGACION, PRODUCCION ECOLOGICA SOSTENIBLE Y DE SERVICIOS;ADIPESS;PASAJE JORGE LUIS BORGES 113 URB. GONZALES;JUNIN;HUANCAYO;EL TAMBO;AGROPECUARIO / INCLUSIÓN SOCIAL
ASOCIACION PARA EL MEJORAMIENTO DE LA EDUCACION BASICA DE PIURA;;AV. LUIS MONTERO 378 - URB. MIRAFLORES;PIURA;PIURA;CASTILLA;EDUCACIÓN
ASOCIACION PARA EL PROGRESO EMPRENDEDOR Y DESARROLLO DE INCLUSION SOCIAL;;JR. BOLIVAR 726;LIMA;HUAURA;HUACHO;EDUCACIÓN / GÉNERO
ASOCIACION PARA EL PROGRESO Y DESARROLLO DEL PERU;APPRODEP;Jr. Mariano Melgar N°320;LA LIBERTAD;TRUJILLO;TRUJILLO;AMBIENTE / COMERCIO Y TURISMO / EDUCACIÓN / GÉNERO / INCLUSIÓN SOCIAL / PRODUCCIÓN / SALUD
ASOCIACION PARA LA CONSERVACION AMBIENTAL, SEGURIDAD ALIMENTARIA Y CULTURA - ACASAYC;;CALLE LOS LABRADORES 399 URB MATELLINI;LIMA;LIMA;CHORRILLOS;AMBIENTE / EDUCACIÓN / GÉNERO
ASOCIACION PARA LA CONSERVACION DE AMBIENTES MARINOS Y COSTEROS;ACOMAR;ISLAS VIRGENES 148 LA PORTADA DE LA PLANICIE;LIMA;LIMA;LA MOLINA;EDUCACIÓN
ASOCIACION PARA LA CONSERVACION DE LA BIODIVERSIDAD EN EL PERU - PERLA DEL PACHITEA;;LOTE 06 MZ. 74 - FRENTE A AV. FERNANDO BELAUNDE TERRY;HUANUCO;PUERTO INCA;PUERTO INCA;AMBIENTE
ASOCIACION PARA LA CONSERVACION DE LA CUENCA AMAZONICA;ACCA;CALLE GENERAL VARGAS MACHUCA 627;LIMA;LIMA;MIRAFLORES;AGROPECUARIO / AMBIENTE
ASOCIACION PARA LA CONSERVACION DEL PATRIMONIO CULTURAL AMAZONICO;ACPC;CALLE TIZON Y BUENO 847, 3° PISO;LIMA;LIMA;JESUS MARIA;AGROPECUARIO
ASOCIACION PARA LA CONSERVACION Y USO SOSTENIBLE DE LA BIODIVERSIDAD AGRICOLA;ACS;CALLE BUENOS AIRES S/N;JUNIN;TARMA;SAN PEDRO DE CAJAS;AGROPECUARIO / AMBIENTE
ASOCIACION PARA LA COOPERACION, BIENESTAR Y DESARROLLO INTEGRAL HUMANITARIO;ABIH;CALLE O´DONOVAN N° 03;LA LIBERTAD;TRUJILLO;LAREDO;AMBIENTE / EDUCACIÓN / GÉNERO
"ASOCIACION PARA LA EDUCACION ECOLOGICA Y DESARROLLO SOSTENIBLE ""CRECE PERU""";;JR. PARACAS  1002;JUNIN;HUANCAYO;PILCOMAYO;AMBIENTE / GÉNERO
ASOCIACION PARA LA FORMACION HUMANA Y CAPACITACION TECNICA;PROHUMTEC;AV. VICTOR ANDRES BELAUNDE OESTE Nº 1080 - URB.  RETABLO;LIMA;LIMA;COMAS;CIENCIA Y TECNOLOGÍA / ECONOMÍA / EDUCACIÓN / GÉNERO / GOBERNABILIDAD / INCLUSIÓN SOCIAL / TRABAJO
ASOCIACION PARA LA FORMACION Y EL DESARROLLO DEL PERU;AFDP;CALLE LAS PALMAS 314 URB. LAS PALMAS DEL GOLF II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;AMBIENTE / EDUCACIÓN / GÉNERO
ASOCIACION PARA LA GESTION SOSTENIBLE DEL AGUA Y MEDIO AMBIENTE;AGESAMA;Jr. Francia N°234 Barrio Magisterial;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;AGROPECUARIO / AMBIENTE / EDUCACIÓN / SALUD / TRABAJO
"ASOCIACION PARA LA INCLUSION Y ACCION SOCIAL ""SOCIAS PERU ONGD""";;AV. PERU Nº 124 CALVARIO;AYACUCHO;HUAMANGA;AYACUCHO;AMBIENTE / GÉNERO
ASOCIACION PARA LA INVESTIGACION Y DESARROLLO DE LA AGROECOLOGIA - YO CULTIVO;;Av. Libertadro (Ex Av. San Martín) 715 Dpto. 303 ;LIMA;LIMA;BARRANCO;EDUCACIÓN / GOBERNABILIDAD / INCLUSIÓN SOCIAL / TRABAJO
ASOCIACION PARA LA INVESTIGACION Y DESARROLLO HUMANO;ASIDH;JR. LAMBAYEQUE 369;PIURA;PIURA;PIURA;AMBIENTE
ASOCIACION PARA LA INVESTIGACION Y DESARROLLO INTEGRAL;AIDER;CALLE LAS CAMELIAS 174, PISO 06;LIMA;LIMA;SAN ISIDRO;AMBIENTE
ASOCIACION PARA LA INVESTIGACION Y DESARROLLO SOSTENIBLE SUMA MARKA - ONGD;SUMA MARKA - ONGD;JR. AREQUIPA 1055, 4TO. PISO.;PUNO;PUNO;PUNO;AMBIENTE / GÉNERO
ASOCIACION PARA LA INVESTIGACION, PROMOCION INTEGRAL Y EL DESARROLLO SOCIAL;AIPIDES;PASAJE SAN PABLO MZ. B LOTE 8;JUNIN;HUANCAYO;HUANCAYO;GÉNERO
ASOCIACION PARA LA NATURALEZA Y EL DESARROLLO SOSTENIBLE;ANDES;CALLE CIRO ALEGRIA H-13 / URB. SANTA MONICA;CUSCO;CUSCO;WANCHAQ;AGROPECUARIO / AMBIENTE
ASOCIACION PARA LA NIÑEZ Y SU AMBIENTE;ANIA;PASAJE MARTIR JOSE OLAYA NRO 129 OFIC 1905;LIMA;LIMA;MIRAFLORES;AMBIENTE / CULTURA / EDUCACIÓN / SALUD
ASOCIACION PARA LA PROMOCION DE LA EDUCACION RURAL Y EL DESARROLLO DE APURIMAC TARPURISUNCHIS;;ANTA BAMBA BAJA S/N - TARBURCO;APURIMAC;ABANCAY;TAMBURCO;EDUCACIÓN
ASOCIACION PARA LA PROMOCION DEL DESARROLLO HUMANO;APRODH;URB. LOS SAUCES C-4;CUSCO;CUSCO;WANCHAQ;GÉNERO / GOBERNABILIDAD
ASOCIACION PARA PROYECTOS SOSTENIBLES MULTISECTORIALES URBANO RURAL;APROSMUR;JR. LA ENCANTADA 104 EL TAMBO HUANCAYO - PERÚ;JUNIN;HUANCAYO;EL TAMBO;AMBIENTE / EDUCACIÓN / SALUD
ASOCIACION PASO FIRME;;AV. BRIGIDA SILVA DE OCHOA 346, INTERIOR 501;LIMA;LIMA;SAN MIGUEL;GÉNERO / SALUD
